parameter_name,Glucose
analysis_id,98o04ik2n90b7h2
pvalue,0.6794822
gene_symbol,Rgs20
parameter_id,HMGULA_CBC_018_001
gene_accession_id,MGI:1929866
mouse_strain,C57BL
mouse_life_stage,Early adult
