gene_symbol,Ddx27
pvalue,0.8868862
mouse_strain,C57BL
parameter_id,IMPC_ECG_004_001
Parameter_name,RR
Mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
Analysis_id,1s16ybue8rjldux
