parameter_id,IMPC_CSD_033_001
gene_symbol,Lpgat1
analysis_id,i1479mo34730whm
parameter_name,Gait
gene_accession_id,MGI:2446186
mouse_life_stage,Middle aged adult
pvalue,0.4394638
mouse_strain,C57BL
