gene_symbol,Ahcy
mouse_life_stage,E12.5
pvalue,0.7327416
parameter_id,HRWLLA_OFD_013_001
parameter_name,Periphery average speed
analysis_id,87hxj7cda4tzm71
gene_accession_id,MGI:87968
mouse_strain,C57BL
