gene_symbol,Ints7
mouse_strain,C57BL
parameter_name,Heart weight
mouse_life_stage,E9.5
analysis_id,71592a2elu34w7p
gene_accession_id,MGI:1924315
parameter_id,HMGULA_HWT_008_001
pvalue,0.7551292
