gene_symbol,Tiprl
mouse_strain,C57BL
gene_accession_id,MGI:1915087
analysis_id,zw69018qke11m23
parameter_name,Right total retinal thickness
parameter_id,IMPC_EYE_062_001
pvalue,0.970926
mouse_life_stage,Early adult
