parameter_id,IMPC_GEP_017_001
parameter_name,Facial Morphology
gene_accession_id,MGI:95457
mouse_life_stage,Early adult
analysis_id,c65452yb9m9i97t
pvalue,0.845594
gene_symbol,Mecom
mouse_strain,C3H
