gene_symbol,Hspa5
gene_accession_id,MGI:95835
mouse_life_stage,E12.5
parameter_name,Center average speed
pvalue,0.06407455
analysis_id,353fcq4ry25m999
parameter_id,IMPC_OFD_017_001
mouse_strain,C57BL
