parameter_id,M-G-P_013_001_001
pvalue,0.5764326
gene_symbol,Pglyrp3
analysis_id,tf8nu45tta4p3qv
parameter_name,Eye
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2685266
