parameter_id,JAX_OFD_016_001
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,p6532714aytk98n
pvalue,0.4003234
parameter_name,Center permanence time
gene_accession_id,MGI:97838
gene_symbol,Eprs1
