parameter_id,MGP_BMI_006_001
gene_symbol,Sema6c
pvalue,0.7443313
analysis_id,d773h6uqu352650
gene_accession_id,MGI:1338032
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
mouse_life_stage,Early adult
mouse_strain,C57BL
