parameter_id,IMPC_IMM_065_001
gene_accession_id,MGI:87968
parameter_name,B2B Cells
gene_symbol,Ahcy
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,u37edkbn964958s
pvalue,0.6970116
