gene_symbol,Tnfsf8
pvalue,0.8416242
mouse_life_stage,Early adult
gene_accession_id,MGI:88328
parameter_name,CD11b-low cDC - % of cDC
parameter_id,MGP_IMM_067_001
analysis_id,xe7001279258y4j
mouse_strain,C57BL
