mouse_life_stage,Late adult
gene_accession_id,MGI:109356
gene_symbol,Snap23
parameter_name,IgD+ mature B cell number
pvalue,0.5893191
parameter_id,MGP_PBI_035_001
mouse_strain,C57BL
analysis_id,37sx1q944mya011
