parameter_name,Center average speed
mouse_life_stage,Late adult
parameter_id,JAXLA_OFD_017_001
mouse_strain,C57BL
analysis_id,98zf52e302083ns
gene_symbol,Snap23
gene_accession_id,MGI:109356
pvalue,0.4413663
