gene_symbol,Mecom
gene_accession_id,MGI:95457
parameter_name,Total cholesterol
parameter_id,HMGULA_CBC_015_001
pvalue,0.4696924
analysis_id,yu03c894b31ij2j
mouse_life_stage,E12.5
mouse_strain,C57BL
