gene_symbol,Ift74
pvalue,0.6559181
analysis_id,7pjnv1o0g2r19s7
parameter_id,JAXLA_CSD_041_002
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Hindpaw - size
gene_accession_id,MGI:1914944
