parameter_id,IMPC_IMM_047_001
gene_accession_id,MGI:1916043
parameter_name,DN CD44+CD62L+ NKT cells
analysis_id,nu37s969h8g5e9l
pvalue,0.4165119
mouse_life_stage,Early adult
gene_symbol,Rab3gap2
mouse_strain,C57BL
