mouse_strain,129SV
gene_accession_id,MGI:99605
parameter_name,Bone Mineral Density (excluding skull)
analysis_id,m18919w0x1v527k
mouse_life_stage,Early adult
parameter_id,M-G-P_005_001_004
gene_symbol,Cntfr
pvalue,0.5677896
