gene_symbol,Fgb
parameter_name,IgD+ mature B cell percentage
gene_accession_id,MGI:99501
mouse_strain,C57BL
pvalue,0.8504286
parameter_id,MGP_PBI_015_001
mouse_life_stage,E15.5
analysis_id,98u63gehtljqhhe
