parameter_name,Fat/Body weight
mouse_strain,C57BL
gene_symbol,Cdin1
mouse_life_stage,E9.5
parameter_id,JAXLA_DXA_009_001
pvalue,0.454149
gene_accession_id,MGI:3026886
analysis_id,x670w281028d76g
