gene_symbol,Dcaf12
analysis_id,qs16ild124i8mr0
mouse_life_stage,Early adult
gene_accession_id,MGI:1916220
parameter_name,Monocytes
pvalue,0.06528552
mouse_strain,C57BL
parameter_id,IMPC_IMM_051_001
