gene_symbol,Ahcy
gene_accession_id,MGI:87968
mouse_life_stage,E12.5
pvalue,0.8503548
mouse_strain,C57BL
analysis_id,9a7uogy0m2l26n8
parameter_id,MGP_IMM_001_001
parameter_name,Total T cells - % of CD45+
