gene_symbol,Slc30a4
parameter_name,Mean left eye lens density
mouse_life_stage,Late adult
pvalue,0.5685771
analysis_id,xtgig73t0r8x7u9
parameter_id,IMPC_EYE_056_001
gene_accession_id,MGI:1345282
mouse_strain,C57BL
