parameter_id,IMPC_XRY_033_001
mouse_strain,C57BL
parameter_name,Tibia length
analysis_id,9447z363d38z8ax
pvalue,0.8524845
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
gene_symbol,Arpc2
