gene_symbol,Dnaaf9
gene_accession_id,MGI:1923029
mouse_strain,C57BL
pvalue,0.7641131
analysis_id,6662o19ap3d2yp2
parameter_name,Light side time spent
parameter_id,JAX_LDT_002_001
mouse_life_stage,Early adult
