parameter_id,JAX_LDT_005_001
pvalue,0.1571334
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,07971ramhk9lr22
gene_accession_id,MGI:1914437
gene_symbol,Zmynd19
parameter_name,Time mobile dark side
