gene_symbol,Cdin1
pvalue,0.07771731
mouse_life_stage,Early adult
gene_accession_id,MGI:3026886
mouse_strain,C57BL
analysis_id,2dlt4i100oel7j2
parameter_id,ESLIM_016_001_003
parameter_name,Haemoglobin
