parameter_id,MGP_BMI_014_001
gene_symbol,Dnajc5b
mouse_life_stage,Early adult
gene_accession_id,MGI:1913576
mouse_strain,C57BL
analysis_id,1921xwls2899717
pvalue,0.5293286
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
