gene_symbol,Ubxn4
analysis_id,344231xm1dda4a4
mouse_life_stage,Late adult
pvalue,0.9357106
parameter_id,IMPC_XRY_067_001
gene_accession_id,MGI:1915062
parameter_name,Caudal processes
mouse_strain,C57BL
