mouse_life_stage,Late adult
gene_accession_id,MGI:1336200
parameter_id,IMPC_HEM_027_001
gene_symbol,Hpca
analysis_id,5nojoiw1ng0mt11
pvalue,0.3209212
parameter_name,Red blood cell distribution width
mouse_strain,C57BL
