gene_symbol,Lrrc69
analysis_id,1pg9j2kmh21qs86
pvalue,0.09555195
parameter_name,% Pre-pulse inhibition - PPI4
gene_accession_id,MGI:1920564
parameter_id,IMPC_ACS_036_001
mouse_life_stage,Early adult
mouse_strain,C57BL
