gene_symbol,Cd52
analysis_id,3n4feso0gj28obt
parameter_id,ESLIM_007_001_007
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1346088
pvalue,0.400076
parameter_name,Periphery resting time
