gene_symbol,Trim46
pvalue,0.186156
parameter_id,IMPC_EYE_004_001
analysis_id,7u4p1y5743695je
parameter_name,Eyelid morphology
gene_accession_id,MGI:2673000
mouse_life_stage,Early adult
mouse_strain,C57BL
