parameter_id,IMPC_GEL_060_001
analysis_id,qizvyg01z33560r
pvalue,0.4726503
parameter_name,Neural tube morphology
mouse_strain,C57BL
gene_symbol,Psmd14
gene_accession_id,MGI:1913284
mouse_life_stage,Early adult
