gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
parameter_id,IMPC_ABR_012_001
analysis_id,bh7dguwxs4jgfr8
mouse_strain,C57BL
parameter_name,30kHz-evoked ABR Threshold
mouse_life_stage,Middle aged adult
pvalue,0.9767664
