parameter_name,Tibia length
parameter_id,TCPLA_XRY_033_001
analysis_id,68g0krgc654ap8s
gene_symbol,Nucks1
gene_accession_id,MGI:1934811
mouse_strain,C51BL
pvalue,0.4494896
mouse_life_stage,Late adult
