parameter_id,IMPC_IMM_064_001
pvalue,0.950394
gene_accession_id,MGI:1929866
gene_symbol,Rgs20
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,84c6gh728dlq04i
parameter_name,B1B Cells
