mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,HR
pvalue,0.5008876
parameter_id,IMPC_ECG_002_001
gene_symbol,Hpca
gene_accession_id,MGI:1336200
analysis_id,c7z3n3om91p7vnf
