parameter_name,Skull shape
mouse_life_stage,Early adult
analysis_id,3l18sni0409lbvr
pvalue,0.8759537
parameter_id,IMPC_XRY_001_001
mouse_strain,C57BL
gene_symbol,Slc45a3
gene_accession_id,MGI:1922082
