parameter_name,Embryo Size
mouse_strain,C57BL
gene_accession_id,MGI:1914515
gene_symbol,Slc39a10
parameter_id,IMPC_GEO_019_001
pvalue,0.567333
mouse_life_stage,Early adult
analysis_id,079825lmt928cp1
