mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.8337187
parameter_name,Vocalization
parameter_id,IMPC_CSD_078_001
gene_symbol,Cds2
gene_accession_id,MGI:1332236
analysis_id,18115vwy5910955
