pvalue,4.326124e-08
analysis_id,198ps6y21au58jo
parameter_id,IMPC_CBC_018_001
parameter_name,Glucose
gene_accession_id,MGI:894679
mouse_strain,C57BL
gene_symbol,Bach2
mouse_life_stage,Early adult
