parameter_id,JAXLA_CSD_041_002
pvalue,0.4238014
gene_accession_id,MGI:1913105
parameter_name,Hindpaw - size
gene_symbol,Slc28a2
analysis_id,3x39ejwq3234n4z
mouse_life_stage,Early adult
mouse_strain,C57BL
