gene_symbol,Fgb
mouse_strain,C57BL
mouse_life_stage,E15.5
pvalue,0.1420579
parameter_name,CD4+ alpha beta T cell percentage
gene_accession_id,MGI:99501
parameter_id,MGP_PBI_003_001
analysis_id,sg50l0l87870lx7
