parameter_id,IMPC_ECH_003_001
parameter_name,Stroke Volume
mouse_life_stage,Early adult
pvalue,0.1869613
mouse_strain,C57BL
gene_symbol,Kif24
gene_accession_id,MGI:1918345
analysis_id,8138823xr8m810f
