parameter_name,Creatinine
mouse_life_stage,Early adult
gene_accession_id,MGI:1345282
pvalue,0.9410481
mouse_strain,C57BL
gene_symbol,Slc30a4
analysis_id,s267pao156l3118
parameter_id,IMPC_CBC_005_001
