parameter_id,IMPC_HEM_029_001
gene_accession_id,MGI:2441730
parameter_name,Neutrophil differential count
analysis_id,t20zucgbqq39050
gene_symbol,Tbl1xr1
pvalue,0.5643144
mouse_life_stage,Late adult
mouse_strain,C57BL
