gene_symbol,Abo
parameter_id,IMPC_HEM_031_001
gene_accession_id,MGI:2135738
mouse_strain,C57BL
pvalue,0.2142633
mouse_life_stage,Early adult
parameter_name,Lymphocyte differential count
analysis_id,z6q43k3gm048nmh
