gene_symbol,Frmpd1
parameter_name,Corneal vascularization
parameter_id,IMPC_EYE_009_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.155921
analysis_id,ad40zz5j5aewq3w
gene_accession_id,MGI:2446274
