gene_symbol,Lpgat1
parameter_name,CD4+ T helper cells - % of CD45+
parameter_id,MGP_IMM_072_001
pvalue,0.3352146
mouse_life_stage,Late adult
analysis_id,a0a385jk203l7de
mouse_strain,C57BL
gene_accession_id,MGI:2446186
