gene_symbol,Rab13
mouse_strain,C57BL
parameter_name,B cell number
analysis_id,r41ph3mt6f96rs5
parameter_id,MGP_PBI_034_001
pvalue,0.1067685
gene_accession_id,MGI:1927232
mouse_life_stage,Early adult
