parameter_id,HMGULA_CBC_010_001
gene_symbol,Bcs1l
pvalue,0.3897233
analysis_id,5tb4x3thkosy21w
mouse_life_stage,E12.5
parameter_name,Phosphorus
mouse_strain,C57BL
gene_accession_id,MGI:1914071
