parameter_name,Prepulse inhibition - PP2
mouse_strain,C57BL
pvalue,0.2480652
gene_symbol,Ssr2
mouse_life_stage,Early adult
gene_accession_id,MGI:1913506
parameter_id,ESLIM_011_001_702
analysis_id,e41y44st40r9q32
