parameter_id,ESLIM_007_001_009
pvalue,0.1938305
mouse_life_stage,Early adult
analysis_id,rdpaxvt180it7t0
gene_accession_id,MGI:88461
mouse_strain,C57BL
gene_symbol,Col6a3
parameter_name,Periphery average speed
