parameter_id,JAXLA_CSD_077_001
pvalue,0.5618557
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1922082
analysis_id,19pl9decz6dvy45
parameter_name,Contact righting
gene_symbol,Slc45a3
