parameter_id,HRWLLA_OFD_020_001
gene_accession_id,MGI:1915033
analysis_id,8vz0316rn0442jy
mouse_life_stage,Early adult
pvalue,0.6298472
gene_symbol,Ahctf1
mouse_strain,C57BL
parameter_name,Distance travelled - total
