parameter_id,JAXLA_CSD_041_002
gene_accession_id,MGI:104640
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,sqov4a448139777
pvalue,0.7791665
gene_symbol,Rab17
parameter_name,Hindpaw - size
