parameter_id,IMPC_GRS_011_001
gene_accession_id,MGI:2443129
pvalue,0.8713004
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Golm2
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
analysis_id,310b9tk03fm52uz
