parameter_id,IMPC_OFD_020_001
parameter_name,Distance travelled - total
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_symbol,Ints7
gene_accession_id,MGI:1924315
analysis_id,um771j2eo433fa4
pvalue,0.2959402
