gene_symbol,Ubxn11
parameter_id,IMPC_IMM_050_001
parameter_name,Neutrophils
analysis_id,461qpjodo1n881x
gene_accession_id,MGI:1914836
pvalue,0.472977
mouse_life_stage,Early adult
mouse_strain,C57BL
