gene_accession_id,MGI:1328306
gene_symbol,Orc2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_016_001_003
pvalue,0.05887013
parameter_name,Haemoglobin
analysis_id,j4ch3q1e7241230
