gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
mouse_life_stage,Early adult
analysis_id,5l938132wt2581r
pvalue,0.6604548
parameter_id,IMPC_CBC_016_001
mouse_strain,C59BL
parameter_name,HDL-cholesterol
