parameter_name,Tremor
gene_symbol,Dmap1
parameter_id,TCPLA_CSD_030_001
gene_accession_id,MGI:1913483
analysis_id,g3n1f12474txn33
pvalue,0.3430287
mouse_life_stage,Early adult
mouse_strain,C57BL
